,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,789113100013055,66848802,2458422.986823323,58422.4880208,16.370182,0.0167280491,0,zg,186.5503466,58.3141385,0.915000021,-0.0160000008,20181031488009,789,0xd,0x1,20.1900005,25.902071,0.0446256585,-0.008006446059999998,0.000101973383,30,1.94599998,3
1,1,789113100013055,66948831,2458423.987167689,58423.4883102,16.4095993,0.0168627836,0,zg,186.5504314,58.314198899999994,0.8339999909999999,0.0289999992,20181101488275,789,0xd,0x1,19.7900009,25.8802814,0.049983609500000005,-0.025072246800000003,0.000187213445,30,1.91100001,1
2,2,789113100013055,66948922,2458423.98808204,58423.4892245,16.3901253,0.0167948715,0,zg,186.5504142,58.3141791,0.985000014,-0.004000000189999999,20181101489225,789,0xd,0x1,19.860000600000006,25.8957195,0.0437752865,-0.0153466631,0.000140784789,30,1.90100002,2
3,3,789113100013055,66949245,2458423.9913114123,58423.4924537,16.3588791,0.016691383,0,zg,186.5505207,58.3141187,0.8619999890000001,0.0799999982,20181101492442,789,0xd,0x1,19.860000600000006,25.9483395,0.0455189496,-0.0166462883,0.000142738994,30,1.86600006,3
4,4,789113100013055,67050479,2458425.00370547,58424.50479169999,16.351005599999993,0.016666349,0,zg,186.55039150000002,58.3141951,0.7409999970000001,-0.00700000022,20181102504757,789,0xd,0x1,20.4300003,25.9905071,0.0461021774,-0.00434538489,9.24652268e-05,30,1.72000003,2
5,5,789113100013055,67050709,2458425.0060087973,58424.5070949,16.3408356,0.0166346338,0,zg,186.5504134,58.31417929999999,1.63600004,0.004000000189999999,20181102507095,789,0xd,0x1,20.5499992,25.9863033,0.041038282200000005,0.004090881439999999,6.629207929999999e-05,30,1.70000005,3
6,6,789113100013055,67150924,2458426.008217469,58425.5092477,16.362318,0.0167024434,0,zg,186.5503416,58.31418420000001,1.22500002,0.00700000022,20181103509213,789,0xd,0x1,20.4500008,26.0258846,0.0505709127,-0.012852763799999998,0.000115605704,30,1.65999997,2
7,7,789113100013055,67152796,2458426.026933828,58425.527963,16.355041500000002,0.0166791268,0,zg,186.5503761,58.314189600000006,1.24199998,-0.0030000000300000004,20181103527951,789,0xd,0x1,20.5799999,26.0525551,0.0394512601,-0.023129601,6.59170619e-05,30,1.52400005,3
8,8,789113100013055,67153084,2458426.0298158904,58425.5308449,16.3597298,0.016694108,0,zg,186.55037769999998,58.3141816,0.610000014,0.0130000003,20181103530845,789,0xd,0x1,20.4500008,26.0282784,0.0398746431,-0.0105141085,6.95995259e-05,30,1.505,2
9,9,789113100013055,67154531,2458426.0442843093,58425.5453125,16.3524704,0.016670973999999998,0,zg,186.5503476,58.3141782,1.30499995,0.0130000003,20181103545312,789,0xd,0x1,20.0699997,26.0739765,0.0446610413,-0.00884324964,0.000110831053,30,1.42200005,2
