,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,717109300000452,44829406,2458202.798169615,58202.2940625,19.7230663,0.11581777,0,zg,204.4535308,41.364692100000006,0.962000012,-0.07900000360000001,20180325294039,717,0x9,0x3,20.75,26.288379700000004,0.0380687304,-0.0345436931,4.92243998e-05,30,1.097,2
1,1,717109300000452,44831554,2458202.819651083,58202.315544000005,20.2181969,0.156983495,0,zg,204.4536336,41.364681,1.13800001,0.0960000008,20180325315509,717,0x9,0x3,21.1399994,26.298418,0.0325632617,-0.0401273295,3.30160401e-05,30,1.05499995,2
2,2,717109300000452,44834982,2458202.8539334275,58202.34982640001,20.0763702,0.145074591,0,zg,204.4536764,41.3646914,0.540000021,-0.140000001,20180325349815,717,0x9,0x3,21.1000004,26.3015881,0.0325251631,-0.0312448721,3.2168522e-05,30,1.01600003,2
3,3,717109300000452,44835127,2458202.855380131,58202.351273099994,20.0466728,0.142555565,0,zg,204.45353930000002,41.3646557,0.952000022,0.112000003,20180325351262,717,0x9,0x3,21.0499992,26.3108978,0.0301676523,-0.0470331162,2.87760577e-05,30,1.01499999,1
4,4,717109300000452,44835939,2458202.863505113,58202.359398099994,20.1529427,0.15154498800000002,0,zg,204.453641,41.3646652,1.26699996,0.215000004,20180325359340,717,0x9,0x3,21.2900009,26.3090458,0.0329699405,-0.0413844734,3.28971691e-05,30,1.01100004,2
5,5,717109300000452,44836031,2458202.864419512,58202.3603125,20.0039864,0.13893725,0,zg,204.4535351,41.364706700000006,0.764999986,0.0610000007,20180325360301,717,0x9,0x3,21.2700005,26.2980652,0.0352138206,-0.0346425883,3.70493435e-05,30,1.00999999,1
6,6,717109300000452,44934586,2458203.849972642,58203.3458681,20.0874901,0.146017238,0,zg,204.45335269999998,41.3647501,0.7429999709999999,-0.0179999992,20180326345845,717,0x9,0x3,21.0400009,26.3284302,0.0370198637,-0.0704580545,4.4064003299999986e-05,30,1.01699996,2
7,7,717109300000452,44936327,2458203.867379996,58203.3632755,20.454872100000006,0.175062925,0,zg,204.4534965,41.3646211,0.7269999979999999,0.13099999699999998,20180326363264,717,0x9,0x3,21.1000004,26.302057300000005,0.0338369608,-0.0565152094,3.626193210000001e-05,30,1.00899994,2
8,8,717109300000452,44938793,2458203.892044221,58203.3879398,20.2120304,0.156474054,0,zg,204.45344419999998,41.3646322,0.897000015,0.296000004,20180326387928,717,0x9,0x3,21.0799999,26.2942009,0.0328900144,-0.0330353342,3.43468164e-05,30,1.01100004,2
9,9,717109300000452,45030262,2458204.806728356,58204.3026273,20.125164,0.14920485,0,zg,204.4532254,41.3646236,0.959999979,-0.150999993,20180327302604,717,0x9,0x3,20.5,26.3562355,0.0371565297,-0.0942628458,5.52576021e-05,30,1.06799996,2
10,10,717109300000452,45033898,2458204.8430824014,58204.338981500005,20.0276279,0.140940338,0,zg,204.4537042,41.36466779999999,0.7310000059999999,0.0970000029,20180327338970,717,0x9,0x3,20.0400009,26.3268757,0.0506724454,-0.0489934273,0.000140555625,30,1.01999998,2
11,11,717109300000452,45035901,2458204.8631170304,58204.3590162,19.8804398,0.128567696,0,zg,204.4533178,41.3646497,0.456,0.0240000002,20180327358970,717,0x9,0x3,20.7099991,26.3306446,0.0349060558,-0.0763719678,4.37585841e-05,30,1.00899994,2
12,12,717109300000452,45128259,2458205.7866889625,58205.2825926,20.4416275,0.1741613,0,zg,204.4536017,41.364662100000004,0.449999988,-0.07900000360000001,20180328282512,717,0x9,0x3,20.4300003,26.3279305,0.0400234088,-0.0481097288,6.61626618e-05,30,1.10500002,2
13,13,717109300000452,45129971,2458205.80380688,58205.2997106,19.9936104,0.138059244,0,zg,204.4534066,41.364721,0.593999982,0.0419999994,20180328299688,717,0x9,0x3,20.6499996,26.331062300000006,0.0351949483,-0.062745966,4.52868044e-05,30,1.06799996,2
14,14,717109300000452,45139486,2458205.898956879,58205.394861099994,19.7262115,0.116065882,0,zg,204.453566,41.3647138,0.934000015,-0.0419999994,20180328394861,717,0x9,0x3,19.9799995,26.2441311,0.0429581851,-0.0349677056,0.000102731668,30,1.01699996,2
15,15,717109300000452,45227362,2458206.777713199,58206.2736227,19.9380169,0.13337329,0,zg,204.4535472,41.3646632,0.501999974,-0.186000004,20180329273542,717,0x9,0x3,20.6499996,26.3230152,0.0335417688,-0.0562121347,4.32463967e-05,30,1.12199998,2
16,16,717109300000452,45231708,2458206.8211735417,58206.317083300004,20.2485352,0.159471035,0,zg,204.45344730000002,41.364614399999994,0.647000015,0.167999998,20180329317083,717,0x9,0x3,20.8199997,26.3512344,0.0390035138,-0.058064457,5.53179634e-05,30,1.03699994,2
17,17,717109300000452,45233945,2458206.8435460986,58206.339455999994,20.252264,0.15977455699999998,0,zg,204.4533379,41.3646947,0.7910000090000001,0.103,20180329339444,717,0x9,0x3,20.8099995,26.3228626,0.0375870727,-0.0469983183,5.23442541e-05,30,1.01600003,2
18,18,717109300000452,45237678,2458206.880872255,58206.3767824,19.985796,0.137398586,0,zg,204.45333349999999,41.3647126,0.296999991,-0.0659999996,20180329376782,717,0x9,0x3,20.7600002,26.341215100000007,0.03485718,-0.0386872552,4.56882844e-05,30,1.00899994,2
19,19,717109300000452,45337626,2458207.8803442707,58207.376261599995,19.831604,0.124543346,0,zg,204.4534767,41.364695000000005,0.8809999820000001,0.331999987,20180330376169,717,0x9,0x3,20.4400005,26.3045235,0.0369956195,-0.0276339948,6.15362515e-05,30,1.00999999,2
20,20,717109300000452,45631863,2458210.822689126,58210.318634300005,19.956192,0.134901181,0,zg,204.45370730000002,41.3648579,0.49000001,-0.187000006,20180402318623,717,0x9,0x3,20.170000100000006,26.2023773,0.0402092785,-0.0320287161,8.759586490000001e-05,30,1.023,2
21,21,717109300000452,45637465,2458210.8787070075,58210.3746528,19.8356133,0.124871753,0,zg,204.45363419999998,41.36485029999999,0.527999997,-0.277999997,20180402374525,717,0x9,0x3,20.0,26.202652,0.0455085859,-0.0366650112,0.000117572497,30,1.01300001,2
22,22,717109300000452,45641828,2458210.9223407214,58210.418287,19.6607513,0.11096888,0,zg,204.45363319999998,41.3646629,0.467000008,-0.050999999,20180402418264,717,0x9,0x3,20.2099991,26.292894399999994,0.0350201726,-0.0311256144,6.369490439999999e-05,30,1.06400001,2
23,23,717109300000452,45733875,2458211.842792886,58211.33875,19.8036995,0.122269228,0,zg,204.4536072,41.3646249,0.8339999909999999,-0.298999995,20180403338738,717,0x9,0x3,20.0599995,26.3030567,0.0401185639,-0.0163391531,8.859067750000001e-05,30,1.00899994,2
26,26,717109300000452,46028503,2458214.7890363783,58214.2850347,19.9640923,0.13556675599999998,0,zg,204.4536815,41.3645189,0.377000004,-0.133000001,20180406285012,717,0x9,0x3,20.6800003,25.9096413,0.040297769,-0.0196360741,5.97374674e-05,30,1.051,1
27,27,717109300000452,46226745,2458216.7714221124,58216.26745369999,19.9418964,0.133699015,0,zg,204.4535456,41.3647358,1.44400001,0.116999999,20180408267431,717,0x9,0x3,21.110000600000006,26.2262077,0.0384406075,-0.0311745387,4.547676870000001e-05,30,1.07200003,2
