,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,628111400010310,44835409,2458202.8587986534,58202.3540972,17.6813431,0.0244375542,0,zg,210.5149543,26.6304228,3.83699989,0.493999988,20180325354086,628,0xb,0x4,21.110000600000006,26.3185024,0.0292404555,-0.0264626238,2.3812443e-05,30,1.046,1
1,1,628111400010310,44835697,2458202.8616807098,58202.35697919999,17.698673199999995,0.0246929023,0,zg,210.5149875,26.6303693,4.96899986,0.449999988,20180325356979,628,0xb,0x4,21.0400009,26.316927000000003,0.0335384794,-0.0278202482,3.17228951e-05,30,1.04100001,1
2,2,628111400010310,45134172,2458205.846476768,58205.3417245,17.8095646,0.0264278334,0,zg,210.514989,26.630245799999997,2.52800012,0.206,20180328341713,628,0xb,0x4,20.1200008,26.1871719,0.0425625816,-0.0479092114,7.79830079e-05,30,1.05299997,1
3,3,628111400010310,45136454,2458205.869301213,58205.364548599995,17.736137399999997,0.0252592377,0,zg,210.51494790000004,26.630355100000003,1.01600003,0.0920000002,20180328364491,628,0xb,0x4,19.9099998,26.1293621,0.0411960557,-0.0205995496,8.81267842e-05,30,1.023,1
4,4,628111400010310,45434042,2458208.8452192787,58208.3404282,17.7901497,0.0261110924,0,zg,210.5150739,26.630357500000002,1.42799997,0.3490000070000001,20180331340417,628,0xb,0x4,19.239999800000003,26.2137966,0.0358515941,-0.0192764401,0.000127476931,30,1.04200006,1
5,5,628111400010310,45435996,2458208.8647566005,58208.3599653,17.8430595,0.0269877054,0,zg,210.51486490000002,26.630413300000004,0.874000013,0.289000005,20180331359896,628,0xb,0x4,18.9099998,25.9959717,0.0423984043,-0.0460811518,0.000340734347,30,1.01900005,1
6,6,628111400010310,45736245,2458211.867271514,58211.36245369999,17.3953629,0.0207747314,0,zg,210.51486090000003,26.6303512,0.533999979,-0.050000000700000005,20180403362454,628,0xb,0x4,19.5200005,26.3419228,0.0450273342,-0.0358406864,0.000152458175,30,1.01199996,1
7,7,628111400010310,45739258,2458211.897399012,58211.39258099999,17.5066242,0.022082638,0,zg,210.5150156,26.630379600000005,1.64400005,-0.0390000008,20180403392546,628,0xb,0x4,19.7000008,26.3316917,0.0382538475,-0.017478765900000002,9.74185168e-05,30,1.01100004,1
8,8,628111400010310,47529432,2458229.799047824,58229.294328699994,17.7959595,0.0262052864,0,zg,210.5149418,26.630347,5.4460001,0.28099998800000003,20180421294329,628,0xb,0x4,21.4699993,26.3462372,0.0283001028,-0.0893382058,2.08717338e-05,30,1.02699995,1
9,9,628111400010310,47825381,2458232.7584804324,58232.2538194,17.9314842,0.028550731,0,zg,210.5150074,26.6303283,3.77999997,0.6480000020000001,20180424253808,628,0xb,0x4,20.5400009,25.9321346,0.0330310501,-0.0463554785,3.96878968e-05,30,1.08099997,1
10,10,628111400010310,48124615,2458235.7507481272,58235.2461574,17.908212699999996,0.0281271264,0,zg,210.5150897,26.6303083,3.65899992,0.49000001,20180427246157,628,0xb,0x4,20.3700008,26.3385582,0.035153836,-0.0266299136,4.68062899e-05,30,1.08000004,1
11,11,628111400010310,48131597,2458235.82056116,58235.3159722,17.8096104,0.0264285784,0,zg,210.5149525,26.6303751,2.49300003,0.337000012,20180427315972,628,0xb,0x4,20.1499996,26.321407300000004,0.0369408317,8.715424340000001e-05,5.69637195e-05,30,1.00800002,1
12,12,628111400010310,48228997,2458236.7945404067,58236.28997690001,17.6853333,0.0244959816,0,zg,210.51496780000002,26.6304933,1.98599994,0.243000001,20180428289965,628,0xb,0x4,19.5900002,26.2925663,0.0380874462,-0.00474691624,8.7320208e-05,30,1.01499999,2
13,13,628111400010310,48329640,2458237.8009364684,58237.2964005,17.7698555,0.025786018,0,zg,210.5151376,26.630338300000002,1.82200003,0.3810000120000001,20180429296389,628,0xb,0x4,19.3500004,26.196577100000006,0.0389727242,-0.0148060536,0.000124811355,30,1.00999999,2
14,14,628111400010310,48823362,2458242.7380052293,58242.2336227,17.8552418,0.0271956511,0,zg,210.5150102,26.630351,5.79300022,0.68900001,20180504233611,628,0xb,0x4,21.8500004,26.3240623,0.0282330718,-0.114024848,2.17838733e-05,30,1.06599998,1
16,16,628111400010310,49431758,2458248.8217339492,58248.317580999996,17.6951847,0.0246411748,0,zg,210.514922,26.630414899999998,4.88399982,0.404000014,20180510317569,628,0xb,0x4,21.3999996,26.3194904,0.0286524352,-0.0268887244,2.24599007e-05,30,1.03299999,1
17,17,628111400010310,50121354,2458255.7173831835,58255.213541699995,17.931446100000006,0.0285500269,0,zg,210.5150344,26.6303966,6.07999992,0.605000019,20180517213542,628,0xb,0x4,21.8999996,26.3287067,0.0262175258,-0.0781878605,1.8208891600000006e-05,30,1.03999996,1
18,18,628111400010310,50431224,2458258.8159303158,58258.3122454,17.758487699999996,0.025606574500000003,0,zg,210.5151122,26.630317600000005,4.82200003,0.467000008,20180520312176,628,0xb,0x4,21.6200008,26.2458897,0.027573457000000003,-0.031916126600000004,2.03892378e-05,30,1.06900001,1
19,19,628111400010310,50827569,2458262.77916513,58262.2756944,17.6952057,0.0246414915,0,zg,210.5150872,26.6303712,2.83299994,0.296999991,20180524275671,628,0xb,0x4,20.2999992,26.2996311,0.042599912699999985,-0.00720487302,7.03818587e-05,30,1.02900004,3
20,20,628111400010310,50827664,2458262.7801141585,58262.276643499994,18.0237408,0.0303204469,0,zg,210.514813,26.6304613,3.23600006,0.47299999,20180524276620,628,0xb,0x4,20.5100002,26.2779312,0.0405175053,0.0105374064,5.86157403e-05,30,1.02999997,1
21,21,628111400010310,51320502,2458267.7082071374,58267.205023099996,17.6549225,0.0240561198,0,zg,210.5149878,26.6302977,1.324,0.114,20180529205023,628,0xb,0x4,19.6499996,26.267101300000004,0.0401139483,0.0312294755,0.000105198989,30,1.01499999,3
22,22,628111400010310,51320877,2458267.711956894,58267.20877309999,17.8196831,0.026595156600000003,0,zg,210.5149668,26.6305422,1.69099998,0.224999994,20180529208704,628,0xb,0x4,19.75,26.264747600000003,0.038531404,0.0215573031,9.12398318e-05,30,1.01300001,1
23,23,628111400010310,51525314,2458269.756206817,58269.2531481,17.797676100000004,0.0262332093,0,zg,210.51512200000002,26.630511300000002,2.88599992,0.344000012,20180531253102,628,0xb,0x4,20.1200008,26.2808838,0.0366803519,-0.00306589482,5.79968873e-05,30,1.02499998,3
24,24,628111400010310,51925434,2458273.757144461,58273.2543403,17.7256546,0.0250987764,0,zg,210.5149984,26.6303935,6.35900021,0.612999976,20180604254213,628,0xb,0x4,21.8500004,26.3126144,0.0258393791,-0.0483711734,1.78344671e-05,30,1.03999996,1
25,25,628111400010310,52223600,2458276.738613516,58276.2360069,17.746734600000003,0.0254230238,0,zg,210.5149523,26.6303428,6.55000019,0.617999971,20180607235937,628,0xb,0x4,22.1299992,26.3310528,0.0242789239,-0.0717619583,1.61665575e-05,30,1.02699995,1
26,26,628111400010310,52521574,2458279.718143722,58279.2157407,17.793319699999994,0.0261624362,0,zg,210.5150099,26.630403899999997,5.96299982,0.637000024,20180610215671,628,0xb,0x4,21.9099998,26.3233662,0.0267111436,-0.0679003596,1.86590041e-05,30,1.01699996,1
27,27,628111400010310,52825560,2458282.757791367,58282.255601900004,17.7849998,0.026028024,0,zg,210.51499469999996,26.6303635,5.9829998,0.8410000209999999,20180613255579,628,0xb,0x4,21.7800007,26.2729683,0.0237446819,-0.0514831096,1.45493468e-05,30,1.08899999,1
28,28,628111400010310,53421592,2458288.7176818736,58288.215925900004,17.842701,0.0269816332,0,zg,210.5149628,26.6303509,5.67600012,0.449999988,20180619215914,628,0xb,0x4,21.2999992,26.3279362,0.0292633902,-0.0543999076,2.2878301e-05,30,1.04400003,1
29,29,628111400010310,54017472,2458294.67602915,58294.1747222,17.8543472,0.0271802898,0,zg,210.514948,26.6303713,3.59599996,0.532000005,20180625174664,628,0xb,0x4,20.5499992,26.319498100000004,0.0343516618,-0.0498323515,4.15310315e-05,30,1.01699996,1
30,30,628111400010310,54622728,2458300.728119537,58300.2272801,17.8643341,0.0273523536,0,zg,210.5149447,26.6304401,4.68499994,0.597000003,20180701227188,628,0xb,0x4,21.1499996,26.2085094,0.0308479369,-0.0665688813,2.56867552e-05,30,1.14999998,1
31,31,628111400010310,54919828,2458303.698894159,58303.198287,17.932018300000006,0.0285605583,0,zg,210.515041,26.6303129,5.49700022,0.612999976,20180704198183,628,0xb,0x4,21.9300003,26.229393,0.0269799232,-0.0734512508,1.96254132e-05,30,1.09000003,1
32,32,628111400010310,55221942,2458306.7197910603,58306.219421300004,17.905132300000005,0.0280717202,0,zg,210.5150184,26.630263300000003,5.8130002,0.592000008,20180707219410,628,0xb,0x4,21.5499992,26.089792300000006,0.0297214519,-0.0635760128,2.33973897e-05,30,1.18200004,1
34,34,628111400010310,57316497,2458327.663720016,58327.16497690001,17.827236199999994,0.0267210752,0,zg,210.5148938,26.630402,3.5539998999999995,0.5139999989999999,20180728164919,628,0xb,0x4,20.3400002,26.1460514,0.0418132134,-0.008360299279999999,6.909776129999999e-05,30,1.19500005,1
35,35,628111400010310,57817570,2458332.674078883,58332.175705999995,17.754261,0.0255403463,0,zg,210.5149981,26.630368400000002,4.46500015,0.296000004,20180802175706,628,0xb,0x4,21.0499992,26.1642742,0.0359139964,-0.0177819543,3.51126837e-05,30,1.31599998,1
