,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,475113400006334,44829255,2458202.7981322054,58202.2925579,20.1666965,0.142279729,0,zg,202.3842273,7.005186699999999,0.930000007,-0.252000004,20180325292465,475,0xd,0x4,20.6499996,26.192997,0.0374998339,-0.027197795,3.4211309e-05,30,1.28699994,1
1,1,475113400006334,44831303,2458202.8186072167,58202.3130324,20.1388016,0.140034378,0,zg,202.38416809999998,7.0050719,0.6389999989999999,0.150999993,20180325312940,475,0xd,0x4,20.7900009,26.2131462,0.034676112200000005,-0.0169324763,2.75104449e-05,30,1.21800005,1
2,2,475113400006334,47329363,2458227.799304306,58227.293634300004,20.0587845,0.13357724199999998,0,zg,202.3842307,7.005058099999999,0.69599998,-0.0109999999,20180419293275,475,0xd,0x4,21.110000600000006,26.197616600000003,0.0341530032,-0.0365828313,2.40807949e-05,30,1.14400005,1
3,3,475113400006334,47631422,2458230.8198369993,58230.3142245,20.0674496,0.134276271,0,zg,202.3842143,7.00512,0.947000027,-0.0030000000300000004,20180422314213,475,0xd,0x4,21.2299995,26.2068138,0.0298340358,-0.0684968755,1.7803253300000002e-05,30,1.15199995,1
4,4,475113400006334,48823083,2458242.736080681,58242.230833300004,20.1390533,0.140054554,0,zg,202.3842545,7.005068,0.34599998600000004,0.0109999999,20180504230787,475,0xd,0x4,21.3500004,26.2147064,0.0282964148,-0.0893617868,1.59274168e-05,30,1.16299999,1
5,5,475113400006334,49421177,2458248.7167556216,58248.21177080001,20.0970478,0.13666521,0,zg,202.3842696,7.005094099999999,1.28299999,0.223000005,20180510211771,475,0xd,0x4,21.6200008,26.2297935,0.027269233,-0.0545190088,1.47699729e-05,30,1.16799998,1
6,6,475113400006334,51623837,2458270.741997817,58270.2383796,19.9238911,0.122793108,0,zg,202.384229,7.004956699999999,0.32400000100000004,0.0469999984,20180601238356,475,0xd,0x4,20.5699997,26.1604729,0.0391432792,-0.02557908,3.63090912e-05,30,1.20899999,1
7,7,475113400006334,51923881,2458273.7422101083,58273.2388194,20.2615967,0.149830982,0,zg,202.3842262,7.005058900000001,0.7760000229999999,-0.008000000379999999,20180604238819,475,0xd,0x4,21.5,26.217111600000006,0.0299208835,-0.05974138530000001,1.7078376899999998e-05,30,1.23300004,1
8,8,475113400006334,52223548,2458276.73864136,58276.23548609999,20.1605492,0.141785398,0,zg,202.38417900000002,7.0051146,1.37300003,0.221000001,20180607235486,475,0xd,0x4,21.860000600000006,26.2193699,0.0265178699,-0.0606432743,1.36597901e-05,30,1.24899995,1
9,9,475113400006334,52823274,2458282.735404808,58282.2327431,20.0711708,0.134576321,0,zg,202.384176,7.0051258,0.903999984,0.0689999983,20180613232731,475,0xd,0x4,21.4099998,26.2019768,0.0341105014,-0.0649681389,2.26323191e-05,30,1.301,1
10,10,475113400006334,53419305,2458288.695201613,58288.1930556,19.9208889,0.122556247,0,zg,202.38419299999998,7.0050714,0.5230000020000001,0.149000004,20180619193032,475,0xd,0x4,21.0300007,26.206663100000004,0.0338157266,-0.0362088978,2.3129227e-05,30,1.22000003,1
11,11,475113400006334,54117275,2458295.6742722723,58295.172754600004,19.7598171,0.110155754,0,zg,202.38412639999999,7.0052311000000005,0.795000017,-0.0140000004,20180626172720,475,0xd,0x4,19.989999800000003,26.2272854,0.0421497785,-0.0665611625,6.47619017e-05,30,1.21800005,1
12,12,475113400006334,54819204,2458302.6929160208,58302.192048599994,20.1292496,0.139264077,0,zg,202.3841742,7.0051022,0.8980000020000001,0.123999998,20180703192049,475,0xd,0x4,21.610000600000006,26.1659813,0.0284577478,-0.0411341265,1.5993149599999998e-05,30,1.37300003,1
