,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,515101100005985,68542876,2458439.93149172,58439.42876159999,21.4816513,0.232795477,0,zg,117.3170805,9.1922491,0.342999995,-0.126000002,20181117428750,515,0x1,0x1,21.3700008,25.9733315,0.0262987427,-0.0605103076,5.90118407e-06,30,1.14699996,1
1,1,515101100005985,73924687,2458493.752555185,58493.246875,21.0194664,0.197374821,0,zg,117.317244,9.1921872,0.5580000279999999,-0.218999997,20190110246863,515,0x1,0x1,20.9799995,26.160162,0.0287235342,-0.051931839400000006,7.03102205e-06,30,1.25,1
2,2,515101100005985,99749208,2458751.9897970143,58751.49208330001,18.5408115,0.0413079485,0,zg,117.3168904,9.1925022,1.36800003,-0.128000006,20190925492083,515,0x1,0x1,20.6599998,25.8911839,0.0327758305,-0.0332975499,1.00238785e-05,30,1.56400001,1
3,3,515101100005985,100247826,2458756.9764254712,58756.478263900004,18.3068962,0.0353993624,0,zg,117.3169504,9.1924852,1.0,-0.0329999998,20190930478241,515,0x1,0x1,20.8700008,25.9773979,0.0301982537,-0.0324364118,8.02641898e-06,30,1.56500006,1
4,4,515101100005985,100451336,2458759.0117169325,58758.5133681,18.264532100000004,0.034449122799999995,0,zg,117.3169593,9.1924848,0.6779999729999999,-0.008999999609999998,20191002513356,515,0x1,0x1,21.3999996,26.0307293,0.0252689831,-0.043956805,5.466534280000002e-06,30,1.28299999,1
5,5,515101100005985,100547515,2458759.97358857,58759.4751505,18.2653103,0.0344662741,0,zg,117.31691000000001,9.1925172,0.788999975,-0.0170000009,20191003475150,515,0x1,0x1,20.9500008,26.0083237,0.0288969073,-0.07185044139999999,7.14623866e-06,30,1.51800001,1
6,6,515101100005985,100947687,2458763.975689226,58763.476875,18.2969513,0.0351731814,0,zg,117.3169406,9.1924834,1.49699998,-0.0579999983,20191007476875,515,0x1,0x1,20.9400005,26.0159168,0.0304671675,-0.0606017634,8.02927389e-06,30,1.41799998,1
7,7,515101100005985,101246357,2458766.9626755733,58766.463576400005,18.3100491,0.0354714692,0,zg,117.3169384,9.1924543,0.765999973,-0.00999999978,20191010463576,515,0x1,0x1,20.5300007,25.9870434,0.0348722562,-0.0416585915,1.14978802e-05,30,1.45599997,1
8,8,515101100005985,101345412,2458767.95331472,58767.4541204,18.3281918,0.035890162,0,zg,117.3169824,9.1924561,0.523999989,-0.0270000007,20191011454120,515,0x1,0x1,19.75,25.9693527,0.0413521118,-0.0161487311,2.76380742e-05,30,1.51100004,1
9,9,515101100005985,101446438,2458768.963678277,58768.4643866,18.3538914,0.0364944302,0,zg,117.3169499,9.192495599999999,1.07500005,-0.0450000018,20191012464387,515,0x1,0x1,20.2600002,25.9661884,0.0353234895,-0.0125587489,1.56105143e-05,30,1.40999997,1
10,10,515101100005985,102451622,2458779.016497022,58778.51622690001,18.688146600000003,0.0456689559,0,zg,117.3169231,9.192466699999999,0.189999998,0.0,20191022516227,515,0x1,0x1,20.239999800000003,26.0902004,0.0378072038,-0.0346649811,1.51493505e-05,30,1.10699999,1
11,11,515101100005985,102453351,2458779.033790312,58778.53351849999,18.6631184,0.0448902324,0,zg,117.3169874,9.1924827,0.957000017,0.0260000005,20191022533518,515,0x1,0x1,20.170000100000006,26.118927,0.0395673998,-0.08277411009999999,1.87016412e-05,30,1.08599997,1
12,12,515101100005985,102747740,2458781.977966644,58781.4774074,18.6837654,0.045531489,0,zg,117.3169453,9.192337599999998,0.600000024,0.008000000379999999,20191025477407,515,0x1,0x1,20.0,26.0787411,0.04090387,-0.0256239008,2.07400353e-05,30,1.17700005,1
13,13,515101100005985,103048430,2458784.9851574767,58784.4843056,18.7483063,0.0476073474,0,zg,117.3168155,9.1925386,0.7419999840000001,0.0149999997,20191028484306,515,0x1,0x1,19.7900009,26.0596752,0.0383179821,-0.0250042658,2.17556317e-05,30,1.13699996,1
14,14,515101100005985,103345633,2458787.9574702415,58787.456330999994,18.7673378,0.0482406244,0,zg,117.316875,9.1924594,1.00600004,-0.0240000002,20191031456331,515,0x1,0x1,20.1200008,26.0538521,0.0397741608,-0.0315166637,1.7935170000000002e-05,30,1.19200003,1
15,15,515101100005985,103445094,2458788.9521839605,58788.45094909999,18.9361801,0.0543048792,0,zg,117.3169311,9.1924915,1.18599999,-0.050999999,20191101450949,515,0x1,0x1,21.0900002,26.0769424,0.0294622313,-0.06677281110000001,7.5217672e-06,30,1.20099998,1
16,16,515101100005985,103652815,2458791.029593212,58790.5281597,18.9383049,0.0543865375,0,zg,117.3169345,9.1924588,0.446999997,0.0390000008,20191103528160,515,0x1,0x1,21.2900009,26.1078434,0.0258455817,-0.0601873957,5.71957253e-06,30,1.07599998,1
