,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
2,2,789315400019582,79342763,2458547.9313101354,58547.42763890001,18.1136589,0.0455418192,0,zi,179.8917446,57.32882420000001,0.7519999740000001,0.057,20190305427639,789,0xf,0x4,20.9300003,25.5436592,0.0188784562,0.188927874,1.30454937e-05,30,1.10699999,2
3,3,789315400019582,80241002,2458556.913500913,58556.4100231,18.6562309,0.06824338440000001,0,zi,179.8915605,57.3287373,0.501999974,0.0280000009,20190314410000,789,0xf,0x4,20.0100002,25.5512314,0.0280022826,0.194762766,2.75004113e-05,30,1.11600006,2
4,4,789315400019582,80431155,2458558.8149772645,58558.311550900005,18.6493721,0.0679118037,0,zi,179.8918083,57.328801600000006,0.512000024,0.0,20190316311551,789,0xf,0x4,20.1900005,25.5533714,0.0293080956,0.186709225,3.15010911e-05,30,1.08599997,2
5,5,789315400019582,80744920,2458561.9525351874,58561.449201400006,18.8585167,0.0784194171,0,zi,179.8917261,57.3287931,0.59799999,-0.0430000015,20190319449201,789,0xf,0x4,19.6599998,25.3935165,0.049577456,0.182931915,8.667413929999999e-05,30,1.23000002,2
6,6,789315400019582,81334677,2458567.8499058126,58567.34677080001,19.0519295,0.0886038765,0,zi,179.8917436,57.328920700000005,0.764999986,-0.0529999994,20190325346609,789,0xf,0x4,20.3999996,25.5169296,0.0229089968,0.188007191,1.87570768e-05,30,1.08299994,2
7,7,789315400019582,81824435,2458572.7472984027,58572.24435190001,19.3002129,0.101320997,0,zi,179.8917525,57.328856900000005,1.31099999,0.148000002,20190330244352,789,0xf,0x4,20.5900002,25.312212,0.0243056212,0.187865883,2.15381569e-05,30,1.11699998,2
8,8,789315400019582,82728537,2458581.7879178855,58581.2853704,19.458826100000003,0.108292326,0,zi,179.8916533,57.328804299999994,0.6019999979999999,0.0289999992,20190408285336,789,0xf,0x4,20.9599991,25.5188255,0.0193684008,0.183364391,1.39539707e-05,30,1.07500005,2
9,9,789315400019582,83123905,2458585.7414052337,58585.2390509,19.6882782,0.114498802,0,zi,179.8917171,57.328766099999996,1.10699999,0.189999998,20190412239051,789,0xf,0x4,20.9300003,25.5012779,0.0212668106,0.179540455,1.58501953e-05,30,1.08500004,2
10,10,789315400019582,84233951,2458596.8412758997,58596.339513900006,19.8964367,0.11261493,0,zi,179.8917506,57.32889599999999,1.03299999,-0.307000011,20190423339514,789,0xf,0x4,20.5300007,25.5064373,0.0211822428,0.179892868,1.63590194e-05,30,1.19099998,2
11,11,789315400019582,85326754,2458607.768669458,58607.267546300005,19.896474800000004,0.112613633,0,zi,179.89164780000002,57.3288527,1.17499995,0.101000004,20190504267535,789,0xf,0x4,21.110000600000006,25.4974747,0.023715429,0.18065232,2.02557076e-05,30,1.11199999,2
