,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,709101200001767,45022538,2458204.72826596,58204.2253819,18.7060966,0.0465574712,0,zg,134.9546321,38.108927200000004,0.6389999989999999,-0.030999999500000007,20180327225347,709,0x1,0x2,20.0400009,26.317665100000006,0.0425177924,-0.0838464871,6.13475568e-05,30,1.03600001,1
1,1,709101200001767,45025005,2458204.752939973,58204.2500579,18.8205948,0.0504831038,0,zg,134.95472180000002,38.1090935,0.6110000010000001,-0.050000000700000005,20180327250035,709,0x1,0x2,20.0200005,26.3137207,0.0406931378,-0.0914685279,5.75344893e-05,30,1.07500005,1
2,2,709101200001767,45322945,2458207.732095937,58207.229455999994,18.839016,0.0511498749,0,zg,134.95470459999999,38.1089848,0.515999973,0.0130000003,20180330229317,709,0x1,0x2,20.3299999,26.3091507,0.0383643769,-0.0507479496,4.15541508e-05,30,1.05299997,1
3,3,709101200001767,45325859,2458207.7612370304,58207.2585995,18.9162521,0.0540566146,0,zg,134.95478899999998,38.108964799999995,0.425999999,0.0170000009,20180330258576,709,0x1,0x2,20.1399994,26.306850399999995,0.0385336205,-0.0920368358,4.68500002e-05,30,1.11300004,1
4,4,709101200001767,45618902,2458210.691420829,58210.1890278,18.7895355,0.0493814051,0,zg,134.9547454,38.109019200000006,0.875,0.0340000018,20180402188981,709,0x1,0x2,20.6800003,26.0165958,0.0341809206,-0.0492447913,2.93250851e-05,30,1.01699996,1
5,5,709101200001767,45620937,2458210.7117663044,58210.209375,18.877037,0.0525581017,0,zg,134.9546997,38.109013899999994,0.870000005,-0.0320000015,20180402209306,709,0x1,0x2,20.6599998,26.1245022,0.0359917134,-0.0490217209,3.31591618e-05,30,1.03600001,1
6,6,709101200001767,47719689,2458231.6974117085,58231.196898099995,18.8315334,0.050877824400000014,0,zg,134.9547695,38.1090424,0.449000001,-0.0209999997,20180423196875,709,0x1,0x2,20.8199997,26.2650566,0.0347013064,-0.0867657736,2.6633919300000006e-05,30,1.12399995,1
7,7,709101200001767,48016943,2458234.6696713483,58234.1694329,18.744615600000003,0.0478369333,0,zg,134.9547339,38.1090234,0.7839999790000001,-0.07900000360000001,20180426169317,709,0x1,0x2,19.9099998,25.8675709,0.0387762263,-0.0469002202,5.88414041e-05,30,1.07799995,1
8,8,709101200001767,48022067,2458234.7209049743,58234.220671300005,18.7630043,0.048462294,0,zg,134.9547073,38.108973600000006,1.29799998,0.174999997,20180426220648,709,0x1,0x2,20.7299995,26.230892200000003,0.0383930467,-0.0501531102,3.33652424e-05,30,1.23500001,1
9,9,709101200001767,48316197,2458237.6619405216,58237.16197919999,18.8006668,0.0497730449,0,zg,134.95468490000002,38.1089665,0.47299999,-0.0270000007,20180429161956,709,0x1,0x2,20.2999992,26.237779600000003,0.0361038372,-0.0601030625,3.78762488e-05,30,1.079,1
