,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,847113100013774,44830589,2458202.8063792516,58202.30589119999,17.1710548,0.023438084900000003,0,zg,257.97044359999995,72.42095399999998,0.870999992,-0.0160000008,20180325305880,847,0xd,0x1,19.5300007,26.038208,0.039236974,-0.0640024617,0.000102686208,30,1.65499997,2
1,1,847113100013774,44832079,2458202.821286496,58202.32079859999,17.371498100000004,0.025695862200000003,0,zg,257.9703538,72.4209125,1.58299994,-0.00999999978,20180325320741,847,0xd,0x1,20.0499992,26.0719814,0.0424615964,-0.0906155929,8.01846254e-05,30,1.58700001,2
2,2,847113100013774,44834695,2458202.847443616,58202.346955999994,17.4361115,0.0265266355,0,zg,257.9702684,72.4209209,0.981999993,-0.159999996,20180325346910,847,0xd,0x1,20.2800007,26.0802517,0.0373799056,-0.102560028,5.29480385e-05,30,1.48500001,2
3,3,847113100013774,44836799,2458202.8684850815,58202.3679977,17.512033499999998,0.0275734551,0,zg,257.97054590000005,72.4209074,1.92999995,0.0130000003,20180325367940,847,0xd,0x1,20.7000008,26.0909176,0.0356768183,-0.0961314291,4.05871615e-05,30,1.41900003,2
4,4,847113100013774,44936995,2458203.8704298814,58203.36995369999,17.354141199999994,0.0254817009,0,zg,257.970434,72.4208753,1.24100006,0.0329999998,20180326369942,847,0xd,0x1,19.7999992,26.0701694,0.0382865928,-0.087104179,8.87596325e-05,30,1.40499997,2
5,5,847113100013774,44937086,2458203.871344271,58203.3708681,17.2771454,0.024575606,0,zg,257.9703503,72.4209957,1.29299998,0.030999999500000007,20180326370856,847,0xd,0x1,19.7199993,26.0717545,0.0391620323,-0.109558947,8.541795979999999e-05,30,1.403,1
6,6,847113100013774,44939267,2458203.8931495324,58203.39267359999,17.4733753,0.0270306133,0,zg,257.9704344,72.42092239999998,1.41100001,0.0199999996,20180326392662,847,0xd,0x1,20.4500008,26.0863361,0.0355732143,-0.0943364874,4.340965100000001e-05,30,1.34899998,2
9,9,847113100013774,45035039,2458204.850858627,58204.3503935,17.1220589,0.0229533259,0,zg,257.9703821,72.42083259999998,0.814999998,0.328000009,20180327350382,847,0xd,0x1,18.8700008,26.1007957,0.03886199,-0.0897639915,0.000190936422,30,1.45500004,2
11,11,847113100013774,45037965,2458204.8801176003,58204.3796528,17.2290211,0.0240442511,0,zg,257.970487,72.42093259999999,0.92900002,0.101999998,20180327379641,847,0xd,0x1,19.1499996,26.1036453,0.0407657363,-0.098260209,0.000142854493,30,1.37300003,2
12,12,847113100013774,45041578,2458204.9162514005,58204.415787,17.2353249,0.0241123755,0,zg,257.97042400000004,72.4209989,0.685000002,0.0909999982,20180327415775,847,0xd,0x1,19.5300007,26.126461,0.0410638303,-0.101344042,0.000107040039,30,1.29999995,2
13,13,847113100013774,45137075,2458205.8712058384,58205.3707523,17.3757401,0.0257487632,0,zg,257.9705482,72.4209117,1.153,0.0149999997,20180328370741,847,0xd,0x1,19.7099991,26.0680218,0.0411934331,-0.0921655595,9.37506848e-05,30,1.38900006,2
14,14,847113100013774,45138578,2458205.8862403696,58205.385787,17.405666399999998,0.0261284914,0,zg,257.9705276,72.42099059999998,0.377999991,0.00700000022,20180328385775,847,0xd,0x1,19.0699997,25.6502399,0.0456848629,-0.08271767940000001,0.000197268891,30,1.35300004,2
16,16,847113100013774,45143585,2458205.93630931,58205.43585650001,17.2926025,0.0247518905,0,zg,257.9706733,72.42091759999998,0.947000027,-0.0289999992,20180328435845,847,0xd,0x1,19.5900002,26.0061378,0.0441082083,-0.0861904547,0.000117963929,30,1.26900005,2
17,17,847113100013774,45145497,2458205.9554294944,58205.45497690001,17.505624800000003,0.0274820272,0,zg,257.9707534,72.42087540000001,1.19799995,0.0410000011,20180328454965,847,0xd,0x1,20.0599995,26.0624504,0.0400358029,-0.068919763,6.7487279e-05,30,1.25,2
18,18,847113100013774,45235030,2458206.85074322,58206.350300900005,17.4290085,0.0264326576,0,zg,257.9706835,72.42100809999998,0.8519999979999999,-0.0370000005,20180329350289,847,0xd,0x1,19.6499996,26.1258335,0.0408065543,-0.0949603096,9.47609296e-05,30,1.43900001,2
19,19,847113100013774,45235796,2458206.858405241,58206.357963,17.385713600000006,0.0258740652,0,zg,257.9705785,72.42090709999998,0.938000023,-0.030999999500000007,20180329357870,847,0xd,0x1,19.7299995,26.117403,0.0411889441,-0.090316847,8.61607041e-05,30,1.41600001,1
20,20,847113100013774,45235944,2458206.8598866174,58206.3594444,17.471254300000002,0.0270014293,0,zg,257.9707058,72.42100809999998,1.63300002,-0.0820000023,20180329359444,847,0xd,0x1,19.7900009,26.1234226,0.0449880324,-0.100880504,0.000106504442,30,1.41199994,2
21,21,847113100013774,45238898,2458206.8894233964,58206.38898150001,17.4731789,0.027027905,0,zg,257.9705543,72.42086639999998,1.26100004,0.0160000008,20180329388970,847,0xd,0x1,19.9400005,26.1337585,0.0420412533,-0.0905539095,7.91313651e-05,30,1.34000003,1
22,22,847113100013774,45238989,2458206.890337676,58206.389895800006,17.4732628,0.027029052400000003,0,zg,257.9707057,72.4210417,0.976000011,0.0189999994,20180329389884,847,0xd,0x1,19.8700008,26.1348133,0.0385671034,-0.0837196112,7.060902859999999e-05,30,1.33800006,2
23,23,847113100013774,45241472,2458206.915163801,58206.4147222,17.4649277,0.0269147176,0,zg,257.97067799999996,72.4209672,1.62899995,0.00700000022,20180329414711,847,0xd,0x1,20.0599995,26.148708300000006,0.0379292294,-0.0880824551,6.381687129999999e-05,30,1.29400003,2
24,24,847113100013774,45247924,2458206.9796885764,58206.4792477,17.606203100000005,0.028985217200000007,0,zg,257.9705743,72.42090259999999,2.96600008,0.119000003,20180329479201,847,0xd,0x1,20.5,26.163126,0.0363663808,-0.102583759,4.57603564e-05,30,1.23599994,2
25,25,847113100013774,45332591,2458207.826345481,58207.325914400004,17.4351616,0.026514029100000003,0,zg,257.9706393,72.42091409999999,1.04799998,-0.0379999988,20180330325903,847,0xd,0x1,19.3500004,26.0692883,0.042014650999999986,-0.0808852538,0.000126415878,30,1.51199996,2
26,26,847113100013774,45337046,2458207.870893582,58207.370463,17.5361538,0.0279227532,0,zg,257.9705574,72.420962,1.01900005,-0.008000000379999999,20180330370451,847,0xd,0x1,19.8099995,26.1085014,0.0408695154,-0.0744372681,8.99171646e-05,30,1.37600005,2
27,27,847113100013774,45339400,2458207.8944349126,58207.3940046,17.500248000000006,0.0274057537,0,zg,257.9707088,72.42094229999998,1.40999997,0.0710000023,20180330394005,847,0xd,0x1,19.8500004,26.1346931,0.039543815,-0.0837046728,7.56601512e-05,30,1.324,2
