,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,550113400003819,51446619,2458268.96320505,58268.4661921,19.3724461,0.0792741254,0,zg,4.8432268,21.7758061,0.936999977,-0.103,20180530466076,550,0xd,0x4,19.6000004,26.0545349,0.0478840843,-0.0421893224,0.000103142294,30,1.84300005,1
1,1,550113400003819,52346192,2458277.959653249,58277.461921300004,19.467369100000006,0.08487209679999999,0,zg,4.843185299999999,21.7756055,0.7590000029999999,0.008999999609999998,20180608461852,550,0xd,0x4,20.7600002,26.0336552,0.0367441848,-0.0625593513,2.71108111e-05,30,1.59200001,1
2,2,550113400003819,52644741,2458280.9454028667,58280.447419000004,19.4053192,0.08117444809999999,0,zg,4.8431386,21.7756435,1.02100003,0.0460000001,20180611447407,550,0xd,0x4,21.3299999,26.144125,0.0304055903,-0.0837344974,1.57675277e-05,30,1.66100001,1
3,3,550113400003819,52944472,2458283.9429646055,58283.4447222,19.2586384,0.0730067417,0,zg,4.8431485,21.775578399999997,0.674000025,0.0469999984,20180614444711,550,0xd,0x4,21.0900002,26.1336174,0.0323619358,-0.0596781187,1.85848112e-05,30,1.60099995,1
4,4,550113400003819,53244562,2458286.9441311825,58286.445625,19.47579,0.08538506929999999,0,zg,4.8430614,21.7757577,1.301,0.050000000700000005,20180617445613,550,0xd,0x4,21.3099995,26.1788254,0.032627847,-0.0729146525,1.81997693e-05,30,1.51199996,1
6,6,550113400003819,54145078,2458295.9501070566,58295.450787,19.3779449,0.0795891955,0,zg,4.8430524,21.775726000000002,0.879000008,0.150999993,20180626450787,550,0xd,0x4,20.6200008,26.1585999,0.0386477076,-0.0296887401,3.34199285e-05,30,1.301,1
7,7,550113400003819,55146039,2458305.9606399853,58305.4603935,19.5501328,0.09002918,0,zg,4.843149700000001,21.7757012,0.736000001,0.0560000017,20180706460370,550,0xd,0x4,20.9500008,26.164423,0.03180632,-0.06944092360000001,1.97721529e-05,30,1.14600003,1
8,8,550113400003819,55946149,2458313.962480344,58313.461493099996,19.6664391,0.0977051258,0,zg,4.8431807000000004,21.7755345,2.28999996,0.469000012,20180714461493,550,0xd,0x4,21.5900002,26.042905800000003,0.0320432782,-0.0311239492,1.75351688e-05,30,1.08800006,1
9,9,550113400003819,56048869,2458314.989773671,58314.4886921,19.6094513,0.0938822702,0,zg,4.8432106,21.77554,1.47000003,0.405999988,20180715488692,550,0xd,0x4,20.8299999,26.03269,0.0347370543,-0.00835750904,2.64718692e-05,30,1.046,1
10,10,550113400003819,56048915,2458314.9902367224,58314.4891551,19.9581108,0.118964002,0,zg,4.8431468,21.7754628,0.629000008,0.122000001,20180715489144,550,0xd,0x4,20.7099991,26.0383434,0.0354786366,-0.0208466295,2.94035945e-05,30,1.04499996,1
11,11,550113400003819,56243638,2458316.937648507,58316.43638890001,19.5160923,0.0878770426,0,zg,4.8431282,21.7756889,2.52800012,0.27000001100000004,20180717436366,550,0xd,0x4,21.5799999,26.0632668,0.0288938358,-0.0286338348,1.3984619699999996e-05,30,1.12899995,1
12,12,550113400003819,56542026,2458319.921796197,58319.420266199995,19.5190296,0.08806104960000001,0,zg,4.8430795,21.7758858,0.635999978,0.16899999999999998,20180720420255,550,0xd,0x4,21.3299999,26.222593300000003,0.0374378636,-0.0178340599,2.47700737e-05,30,1.153,1
14,14,550113400003819,57143652,2458325.938591792,58325.4365278,19.3428764,0.077599369,0,zg,4.8431410999999995,21.775725899999998,0.939999998,0.189999998,20180726436505,550,0xd,0x4,20.5400009,26.1431751,0.0388607159,-0.0139739523,3.64483822e-05,30,1.07500005,1
16,16,550113400003819,58338062,2458337.88368698,58337.380625,19.469635,0.08500988039999999,0,zg,4.843000599999999,21.7759484,1.10000002,0.282000005,20180807380613,550,0xd,0x4,21.239999800000003,26.2088661,0.0384664759,-0.0339936577,3.31439187e-05,30,1.12600005,1
17,17,550113400003819,58647717,2458340.9804793,58340.47717590001,19.5786324,0.0918641686,0,zg,4.8431562,21.7757967,1.34399998,0.231000006,20180810477095,550,0xd,0x4,21.4500008,25.9395638,0.0319915749,-0.0285717323,1.73969875e-05,30,1.05599999,1
18,18,550113400003819,58940054,2458343.904067466,58343.400544000004,19.5644379,0.0909464806,0,zg,4.8430338,21.7757103,2.13100004,0.504999995,20180813400521,550,0xd,0x4,21.1800003,26.2326355,0.048609253,-0.0306345522,4.77080939e-05,30,1.05700004,1
19,19,550113400003819,59237096,2458346.874699231,58346.3709606,19.6278496,0.0951036513,0,zg,4.843107099999999,21.7758135,2.25200009,0.419999987,20180816370949,550,0xd,0x4,21.7199993,26.0980015,0.0293064006,-0.0414513424,1.46409066e-05,30,1.09200001,1
20,20,550113400003819,64334504,2458397.8507113336,58397.345046300004,19.575138100000004,0.0916375741,0,zg,4.8431839000000005,21.775613600000003,2.93400002,0.275000006,20181006345012,550,0xd,0x4,21.8299999,26.2291279,0.0258364901,-0.0920428634,1.1277446e-05,30,1.08899999,1
21,21,550113400003819,67118304,2458425.688068939,58425.183044000005,19.4596062,0.08440157029999999,0,zg,4.8432218,21.7755039,1.55900002,0.256999999,20181103183044,550,0xd,0x4,21.0200005,25.7689781,0.0317795873,-0.0301138088,1.8878769e-05,30,1.051,1
22,22,550113400003819,67419953,2458428.70442073,58428.199537,19.508934,0.08742997050000001,0,zg,4.8431826,21.7756283,1.89900005,0.328000009,20181106199537,550,0xd,0x4,21.420000100000006,26.2197704,0.0291690342,-0.0286344811,1.46012635e-05,30,1.03699994,1
23,23,550113400003819,67721555,2458431.720285044,58431.2155556,19.2265396,0.0713255703,0,zg,4.843022,21.775546,0.903999984,0.008999999609999998,20181109215544,550,0xd,0x4,20.5799999,26.218462,0.0396291092,-0.039244514,3.27821472e-05,30,1.04400003,1
