,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,519104100018975,48320728,2458237.708598806,58237.2072801,19.4040012,0.0794889852,0,zg,140.64204719999998,9.555611500000001,0.648999989,0.133000001,20180429207269,519,0x4,0x1,20.0799999,26.2291012,0.0386545286,-0.0234616399,4.61829404e-05,30,1.23800004,1
1,1,519104100018975,67152097,2458426.0202319943,58425.5209722,18.2860565,0.0382170901,0,zg,140.6422217,9.5559045,0.493000001,-0.00200000009,20181103520938,519,0x4,0x1,20.3799992,26.297063800000004,0.038540694900000005,-0.0815163776,3.73094663e-05,30,1.23000002,1
2,2,519104100018975,67454356,2458429.043123921,58428.5435648,18.4893608,0.0432848372,0,zg,140.64219440000002,9.55596,1.67700005,0.254000008,20181106543495,519,0x4,0x1,21.6200008,26.293590500000004,0.025273269,-0.0510439239,1.0727993e-05,30,1.13800001,1
3,3,519104100018975,67654902,2458431.0487865284,58430.5490278,18.4996891,0.0435660891,0,zg,140.6421575,9.5559472,1.35099995,0.155000001,20181108549028,519,0x4,0x1,21.2700005,26.2851295,0.0282300059,-0.0491084084,1.36567705e-05,30,1.11699998,1
4,4,519104100018975,67747648,2458431.976332677,58431.47648150001,18.3047562,0.0386476777,0,zg,140.6422468,9.555955599999999,0.745000005,0.0179999992,20181109476435,519,0x4,0x1,20.5100002,26.1878376,0.0357846655,-0.041818928,2.91281431e-05,30,1.36899996,1
5,5,519104100018975,68053966,2458435.0398215586,58434.53966440001,18.3951454,0.0408282019,0,zg,140.6420893,9.5558689,0.7570000290000001,-0.0140000004,20181112539664,519,0x4,0x1,20.5400009,26.2898064,0.038090352,-0.0378054678,3.2154683100000004e-05,30,1.11500001,1
6,6,519104100018975,68348422,2458437.9846757143,58437.4842245,18.6536331,0.0480547845,0,zg,140.64213769999998,9.5559795,1.15799999,0.057,20181115484213,519,0x4,0x1,21.170000100000006,26.277916,0.0358695537,-0.054894257300000006,2.2136522600000007e-05,30,1.24600005,1
7,7,519104100018975,68547472,2458439.9753717887,58439.4747222,18.8140564,0.0533671193,0,zg,140.64219880000002,9.5559434,0.906000018,0.0680000037,20181117474722,519,0x4,0x1,21.3400002,25.8282795,0.0360248126,-0.0822268054,2.22065519e-05,30,1.26300001,1
8,8,519104100018975,68646060,2458440.9613495325,58440.460601900006,18.7979736,0.0528034605,0,zg,140.6421636,9.555953599999999,2.602,0.240999997,20181118460567,519,0x4,0x1,21.5499992,26.0861626,0.0334034599,-0.063103281,1.8603112e-05,30,1.31900001,1
9,9,519104100018975,68952083,2458444.021884055,58443.520833300005,18.9937916,0.0601682924,0,zg,140.64216389999999,9.555962300000001,1.50999999,0.273999989,20181121520822,519,0x4,0x1,21.489999800000003,26.2741985,0.0258033704,-0.0421633907,1.1107295e-05,30,1.10699999,1
10,10,519104100018975,73243792,2458486.9425857887,58486.43792819999,19.4045982,0.0795212314,0,zg,140.6420512,9.555981599999999,1.08200002,0.0390000008,20190103437917,519,0x4,0x1,20.8700008,26.3147221,0.0342382342,-0.0571232289,2.21981245e-05,30,1.08399999,1
11,11,519104100018975,73743913,2458491.944077923,58491.4391319,19.7661266,0.101292856,0,zg,140.64233159999998,9.5559353,1.35599995,0.0460000001,20190108439132,519,0x4,0x1,21.239999800000003,26.2873077,0.0316666029,-0.0596134514,1.7054975600000007e-05,30,1.08099997,1
13,13,519104100018975,78725440,2458541.7599946707,58541.2544097,19.3777771,0.0780848935,0,zg,140.6420785,9.5555724,1.92400002,0.122000001,20190227254398,519,0x4,0x1,20.989999800000003,26.016943,0.0348791219,-0.0441337787,2.22351409e-05,30,1.09599996,1
14,14,519104100018975,105048062,2458804.981248973,58804.480625,19.064991,0.0631296039,0,zg,140.6420774,9.555613000000001,0.6779999729999999,0.050000000700000005,20191117480509,519,0x4,0x1,19.7800007,26.1794567,0.0375488847,-0.0234934408,5.971758220000001e-05,30,1.22899997,1
15,15,519104100018975,108150831,2458836.0118082385,58835.5083102,19.4065704,0.0796278119,0,zg,140.64201740000001,9.555819999999999,0.845000029,0.0280000009,20191218508275,519,0x4,0x1,20.2600002,26.3412762,0.035438377400000005,-0.049590122,3.38185855e-05,30,1.08899999,1
16,16,519104100018975,112642164,2458880.927422272,58880.42164349999,19.9325714,0.112720765,0,zg,140.6423018,9.555731,1.08599997,0.116999999,20200201421644,519,0x4,0x1,21.1800003,26.3376026,0.0411670506,-0.07802552730000001,2.99539734e-05,30,1.15400004,1
