,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,400107100019197,56144439,2458315.94427692,58315.44439809999,18.9084892,0.0591617636,0,zg,29.7409854,-2.9761156000000004,2.36899996,0.358999997,20180716444387,400,0x7,0x1,21.0200005,25.7585335,0.0377052017,-0.0817337483,4.7319343100000016e-05,30,2.09200001,1
1,1,400107100019197,58149974,2458336.001503122,58335.4997454,18.7709312,0.053910840300000006,0,zg,29.741166399999997,-2.9763771,1.39900005,0.375,20180805499734,400,0x7,0x1,20.2800007,26.152975100000006,0.0393918678,-0.00876428001,6.73442992e-05,30,1.28199995,1
2,2,400107100019197,58445668,2458338.9587144814,58338.4566898,18.9503059,0.0608659126,0,zg,29.741252600000003,-2.9764769,3.22199988,0.388000011,20180808456690,400,0x7,0x1,21.5100002,26.1366978,0.0323707499,-0.0480112024,3.1773543e-05,30,1.38800001,1
3,3,400107100019197,58845858,2458342.96096663,58342.458588,18.9279842,0.0599498376,0,zg,29.741015100000002,-2.9760614,1.85500002,0.24799999600000006,20180812458576,400,0x7,0x1,21.2800007,26.030660600000004,0.0335858017,-0.06281306589999999,3.4949072899999995e-05,30,1.34200001,1
4,4,400107100019197,59143851,2458345.9411541834,58345.43851849999,19.0109978,0.0634314045,0,zg,29.741059600000003,-2.9761588,3.71399999,0.3810000120000001,20180815438449,400,0x7,0x1,21.6000004,26.0880489,0.0297152754,-0.0645717606,2.73263213e-05,30,1.38900006,1
5,5,400107100019197,59247526,2458346.977989879,58346.475266199996,19.0927315,0.06706176700000001,0,zg,29.741212599999997,-2.9764126,2.74799991,0.263999999,20180816475255,400,0x7,0x1,21.6299992,26.070062600000004,0.0285158586,-0.0711256638,2.4537916e-05,30,1.27600002,3
6,6,400107100019197,59346571,2458347.9685245976,58347.4657176,18.9476662,0.0607568249,0,zg,29.741229600000004,-2.9764806,3.5480001000000003,0.536000013,20180817465706,400,0x7,0x1,21.8099995,26.1346893,0.02797281,-0.0553172641,2.38555331e-05,30,1.28799999,3
7,7,400107100019197,59446312,2458348.966015147,58348.463125,19.1684399,0.0706070215,0,zg,29.7413054,-2.9766692999999997,1.96800005,0.317000002,20180818463113,400,0x7,0x1,21.6499996,26.1536121,0.0310460795,-0.0502011403,2.95072223e-05,30,1.28900003,1
8,8,400107100019197,59447921,2458348.982104488,58348.479213,18.8943977,0.0585989989,0,zg,29.7412535,-2.9765794,3.16000009,0.391000003,20180818479201,400,0x7,0x1,21.7199993,26.1635418,0.0276390351,-0.0653425604,2.34082218e-05,30,1.26400006,3
9,9,400107100019197,59542077,2458349.9237447414,58349.4207755,19.1004791,0.0674164593,0,zg,29.741176899999996,-2.9764834,3.24000001,0.49000001,20180819420764,400,0x7,0x1,21.7800007,26.1584568,0.0281016845,-0.0648000389,2.384666e-05,30,1.42200005,3
10,10,400107100019197,59646030,2458350.9633551957,58350.460300900006,18.9102917,0.0592341647,0,zg,29.7410733,-2.976187,5.53900003,0.7480000259999999,20180820460289,400,0x7,0x1,22.0,26.1242161,0.0300423522,-0.0632302538,2.75037128e-05,30,1.28400004,3
11,11,400107100019197,59745953,2458351.962672184,58351.459537,19.011453600000007,0.06345105919999999,0,zg,29.741219,-2.9764543,4.90299988,0.660000026,20180821459537,400,0x7,0x1,21.920000100000006,26.1611938,0.0273263045,-0.0456359871,2.21853188e-05,30,1.28100002,1
12,12,400107100019197,59746045,2458351.96358666,58351.46045140001,18.8559341,0.0570921004,0,zg,29.7411839,-2.9764141,5.61299992,0.661000013,20180821460440,400,0x7,0x1,22.0300007,26.1704006,0.0280704759,-0.055653166,2.3761897e-05,30,1.27900004,3
13,13,400107100019197,59843564,2458352.938861484,58352.43564809999,18.9860477,0.0623634085,0,zg,29.741173699999997,-2.9765326,4.20699978,0.541000009,20180822435637,400,0x7,0x1,21.9599991,26.1679497,0.02927096,-0.0729312897,2.5772005800000007e-05,30,1.33200002,3
14,14,400107100019197,60848511,2458362.98908241,58362.485115699994,18.927005800000003,0.0599100068,0,zg,29.741218100000005,-2.9763742000000004,2.74399996,0.442999989,20180901485069,400,0x7,0x1,20.6499996,26.2461929,0.0379173085,-0.0293468237,4.95301356e-05,30,1.24899995,1
15,15,400107100019197,60848608,2458362.990054781,58362.486088,18.9004784,0.0588411316,0,zg,29.7411786,-2.9764288,1.89999998,0.273999989,20180901486053,400,0x7,0x1,20.670000100000006,26.2320843,0.0374438427,-0.0291979443,5.19750174e-05,30,1.25,3
16,16,400107100019197,60940087,2458363.904909837,58363.4008796,18.9754295,0.0619145632,0,zg,29.741114399999997,-2.9763326,0.658999979,0.115000002,20180902400880,400,0x7,0x1,20.5300007,26.1717129,0.0395230651,-0.035665188,6.10745483e-05,30,1.32599998,3
17,17,400107100019197,61041946,2458364.923567416,58364.4194676,18.9807854,0.0621405654,0,zg,29.7411989,-2.9762261000000003,1.48399997,0.29199999600000004,20180903419456,400,0x7,0x1,21.0400009,26.1687851,0.0344032831,-0.0560176596,3.79643243e-05,30,1.26999998,3
18,18,400107100019197,61141832,2458365.9224887155,58365.4183218,18.8770046,0.0579122826,0,zg,29.741187699999998,-2.9764279,2.73399997,0.379000008,20180904418322,400,0x7,0x1,21.3299999,26.218748100000006,0.0310878977,-0.0453473367,3.00134052e-05,30,1.26699996,1
19,19,400107100019197,61141929,2458365.923460966,58365.41929400001,19.0966568,0.0672412515,0,zg,29.7414192,-2.9766661,2.22399998,0.363000005,20180904419259,400,0x7,0x1,21.4599991,26.2203674,0.0299836304,-0.0610778481,2.74632039e-05,30,1.26600003,3
20,20,400107100019197,61243111,2458366.9353448846,58366.43111109999,18.9317551,0.060103550599999986,0,zg,29.741136100000002,-2.9762338,4.04400015,0.411000013,20180905431111,400,0x7,0x1,21.739999800000003,26.2475834,0.0289576892,-0.0723938271,2.57637657e-05,30,1.245,3
