,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,628115300015901,51925434,2458273.7569766627,58273.2543403,21.6568413,0.24368751,0,zg,209.8082283,28.5409257,0.625,0.236000001,20180604254213,628,0xf,0x3,21.9300003,26.3410873,0.0265215635,-0.07232875379999999,2.38217781e-05,30,1.03999996,1
1,1,628115300015901,52223600,2458276.7384457705,58276.2360069,20.869236,0.184891105,0,zg,209.8083401,28.540681300000003,0.584999979,0.142000005,20180607235937,628,0xf,0x3,22.1000004,26.3566761,0.0256780796,-0.08604914699999999,2.21355695e-05,30,1.02699995,1
2,2,628115300015901,52521574,2458279.717976426,58279.2157407,20.0720768,0.122390255,0,zg,209.808367,28.540767100000004,0.713,0.0680000037,20180610215671,628,0xf,0x3,21.9300003,26.340189,0.0268661659,-0.066909343,2.34015843e-05,30,1.01699996,1
3,3,628115300015901,52825560,2458282.7576249656,58282.255601900004,19.580574,0.08733211460000001,0,zg,209.808384,28.5407797,0.911000013,-0.0390000008,20180613255579,628,0xf,0x3,21.7099991,26.3035049,0.0268812031,-0.06580498809999999,2.38465182e-05,30,1.08899999,1
4,4,628115300015901,54017472,2458294.675870427,58294.1747222,19.264558800000003,0.0695278868,0,zg,209.80833540000003,28.5408126,0.8069999809999999,-0.0670000017,20180625174664,628,0xf,0x3,20.5400009,26.3414135,0.0362559408,-0.0370904207,5.86541755e-05,30,1.01699996,1
5,5,628115300015901,54622728,2458300.7279671687,58300.2272801,19.8970184,0.108950533,0,zg,209.8083665,28.5407679,1.10699999,0.268999994,20180701227188,628,0xf,0x3,21.0499992,26.235042600000003,0.0314030722,-0.0838581845,3.376278620000001e-05,30,1.14999998,1
6,6,628115300015901,54919828,2458303.6987454733,58303.198287,20.1398125,0.127813131,0,zg,209.80839,28.5407656,0.540000021,0.0430000015,20180704198183,628,0xf,0x3,21.7999992,26.2765007,0.0305458829,-0.095942013,3.07971932e-05,30,1.09000003,1
7,7,628115300015901,55221942,2458306.7196464976,58306.219421300004,20.3616543,0.146050379,0,zg,209.8082929,28.540816600000003,0.569000006,0.0120000001,20180707219410,628,0xf,0x3,21.4099998,26.1287365,0.0324952267,-0.0869253948,3.45183653e-05,30,1.18200004,1
8,8,628315300020303,52718521,2458281.6873184443,58281.1852199,19.5222607,0.117332965,0,zi,209.8083456,28.5407841,0.93900001,0.0140000004,20180612185185,628,0xf,0x3,20.9099998,25.5992603,0.0223598108,0.182371691,1.83349221e-05,30,1.00899994,2
9,9,628315300020303,53418688,2458288.6884813374,58288.18688659999,19.0561867,0.0852003843,0,zi,209.80838599999998,28.540782399999998,0.182999998,0.0160000008,20180619186840,628,0xf,0x3,20.4400005,25.580186800000003,0.0234729704,0.184889644,1.98907765e-05,30,1.01400006,2
10,10,628315300020303,53817392,2458292.675222319,58292.17392359999,19.0702438,0.08606068789999999,0,zi,209.8083751,28.5407951,0.986000001,0.135000005,20180623173924,628,0xf,0x3,19.9799995,25.6032448,0.0270393696,0.184369549,2.60730612e-05,30,1.01300001,2
11,11,628315300020303,54529917,2458299.799936381,58299.299178199995,19.388298,0.107394181,0,zi,209.8083179,28.5407738,0.68599999,0.0689999983,20180630299178,628,0xf,0x3,20.2099991,25.501297,0.0232408699,0.188208356,2.00721897e-05,30,1.56799996,2
