,ant_mjd,ant_passband,ant_mag,ant_magerr
14,59193.47844910016,g,19.047367095947266,0.13192343711853027
15,59193.538449100226,R,19.161718368530273,0.11724389344453813
16,59195.505347200204,R,18.917400360107425,0.11056800186634064
17,59195.52710650022,g,18.82390022277832,0.13552699983119965
18,59198.484247699846,R,18.62120056152344,0.10200399905443193
19,59198.52491899999,g,18.56505012512207,0.102527417242527
20,59200.44409719994,g,18.517969131469727,0.12898816168308258
21,59200.52502309997,R,18.68453598022461,0.12598170340061188
22,59203.501620400224,R,18.574769973754886,0.0985775962471962
23,59203.52570600017,g,18.514724731445312,0.0895027369260788
24,59205.53513889993,g,18.47702407836914,0.1359301507472992
25,59215.484062499825,g,19.176204681396484,0.2161296159029007
26,59216.516030100174,R,19.071260452270508,0.1212502047419548
27,59216.53663189989,g,19.275999069213867,0.2624489963054657
28,59221.44475689996,R,19.30854606628418,0.13871031999588013
29,59221.4624073999,g,19.74248504638672,0.2084590196609497
30,59223.398750000175,g,20.043100357055664,0.2531389892101288
31,59223.46469909978,R,19.145965576171875,0.14523456990718842
32,59225.414930600215,R,19.300914764404297,0.13840390741825104
33,59225.46408559987,g,20.06893920898437,0.1842227727174759
34,59227.378032399814,R,19.37310028076172,0.10398399829864502
35,59227.4613194,g,20.25359916687012,0.2448129951953888
36,59229.435763900176,R,19.405099868774414,0.23976799845695496
38,59231.46348380017,R,19.5396671295166,0.10810209810733797
42,59250.403969900224,R,20.135400772094727,0.23777200281620026
43,59252.37016199995,R,20.24428939819336,0.21034444868564608
