,ant_mjd,ant_passband,ant_mag,ant_magerr
13,58984.4025347,R,19.52879905700684,0.17352500557899475
14,58985.310324099846,g,19.67639923095703,0.1583389937877655
15,58985.37954859994,R,19.383399963378906,0.14893999695777893
16,58986.31034719991,R,19.24799919128418,0.11906299740076065
17,58986.382615699906,g,19.350099563598636,0.0962430015206337
18,58987.333460600115,R,19.196800231933594,0.11358100175857545
19,58987.407812499914,g,19.27829933166504,0.09424100071191788
20,58991.289166700095,R,18.921300888061523,0.08757100254297256
21,58991.315902799826,g,19.180599212646484,0.11281400173902513
22,58992.27184029994,R,18.98660087585449,0.09144199639558792
23,58992.33355320013,g,19.227399826049805,0.10977400094270706
24,58993.269282400135,g,19.187599182128906,0.10390599817037582
25,58993.298611099824,R,18.991100311279297,0.11965200304985045
26,58994.310833300005,R,18.995500564575195,0.1322910040616989
27,58994.41594910016,g,19.26309967041016,0.11712300032377244
28,58995.28980319993,R,19.086000442504886,0.15707699954509735
29,58995.315405100126,g,19.258399963378906,0.09813900291919707
30,58996.27273150021,R,18.97089958190918,0.10558100044727324
31,58997.2957870001,R,19.11280059814453,0.13383999466896054
32,58998.2621065001,R,19.042800903320312,0.1133589968085289
33,58998.294178199954,R,19.1023006439209,0.13461199402809146
34,58998.36307869991,g,19.38450050354004,0.10490699857473372
35,58999.24646990001,g,19.357200622558594,0.1489579975605011
36,58999.27018520003,g,19.452699661254886,0.1380070000886917
37,58999.337673599824,R,19.2317008972168,0.11488199979066847
38,59000.28843750013,g,19.564899444580078,0.15891100466251373
40,59000.39931710018,g,19.40279960632324,0.143203005194664
41,59001.275057900224,R,19.202999114990234,0.13689599931240082
42,59001.392233800136,g,19.580799102783203,0.1770869940519333
44,59004.26935190009,R,19.424299240112305,0.2063779979944229
49,59011.25696759997,R,19.71551513671875,0.1614217460155487
53,59017.257499999825,R,19.789981842041016,0.1471821665763855
