,ant_mjd,ant_passband,ant_mag,ant_magerr
14,58694.205463000115,R,19.873899459838867,0.19446399807929995
15,58694.221793999895,g,19.720500946044922,0.20164400339126587
16,58697.178321800195,R,19.295799255371094,0.11035100370645523
17,58700.1842939998,R,19.056400299072266,0.10831300169229507
18,58700.25837960001,g,18.981800079345703,0.08387500047683716
19,58703.17364579997,R,19.14620018005371,0.1076200008392334
20,58706.174027800094,g,19.12380027770996,0.1119450032711029
22,58709.267291699995,R,19.06559944152832,0.11692900210618973
23,58712.15505790013,g,19.43869972229004,0.12334500253200532
24,58712.24677080009,R,19.334999084472656,0.14325399696826935
25,58715.16407410009,g,19.756799697875977,0.1471630036830902
26,58715.32635420003,R,19.386199951171875,0.1916709989309311
27,58718.18143519992,g,19.881399154663086,0.1465959995985031
28,58723.17393520009,g,20.09630012512207,0.1880989968776703
29,58727.141053199775,R,19.7406005859375,0.18906599283218384
30,58727.1571411998,g,20.21310043334961,0.21689799427986145
33,58734.14136569993,R,20.07200050354004,0.2373809963464737
36,58737.18408560008,R,19.70623207092285,0.1812114417552948
