,ant_mjd,ant_passband,ant_mag,ant_magerr
16,59106.181226899855,g,19.04112243652344,0.18872115015983584
17,59106.19974539987,R,19.064817428588867,0.11475116014480592
18,59107.120219899814,R,19.06739044189453,0.09898442775011064
19,59107.134189799894,R,19.02203369140625,0.0909070447087288
20,59107.151493099984,g,18.953048706054688,0.17274180054664612
21,59108.26469910005,g,18.767099380493164,0.2702310085296631
22,59109.159907400135,R,18.62021255493164,0.0915093943476677
23,59109.20313660009,g,18.657432556152344,0.09790555387735367
24,59110.15126160019,g,18.50333404541016,0.07578077167272568
25,59111.136180600144,g,18.429872512817386,0.06316373497247696
26,59111.228437500075,R,18.456073760986328,0.06797736138105392
27,59112.1461920999,g,18.37190055847168,0.06336499750614166
28,59112.17275460018,R,18.380699157714844,0.06552299857139587
29,59113.129953700125,R,18.38748550415039,0.06751988083124161
30,59113.17798609985,g,18.339353561401367,0.06420328468084335
31,59124.14083330008,g,18.79581451416016,0.15990515053272247
32,59124.21468750015,R,18.664798736572266,0.1518889218568802
34,59128.14085649978,R,18.777700424194336,0.059188999235630035
35,59128.16126159997,g,19.214635848999023,0.11960329115390778
36,59130.156076400075,g,19.338598251342773,0.09858124703168868
37,59135.11275460013,g,19.954444885253906,0.14918386936187744
38,59135.1625926001,R,18.968950271606445,0.08541152626276016
40,59137.15003470006,g,20.334299087524414,0.2482389956712723
41,59139.09381939982,R,19.113433837890625,0.08079338818788527
42,59139.113217600156,g,20.605100631713867,0.22736799716949466
46,59145.10190969986,R,19.749845504760746,0.12020790576934814
