,ant_mjd,ant_passband,ant_mag,ant_magerr
10,58732.37931710017,g,19.84449958801269,0.15526099503040314
11,58735.37017360004,R,19.25510025024414,0.16019800305366516
12,58735.39907409996,g,19.26300048828125,0.10866399854421616
15,58743.33855320001,R,18.82159996032715,0.19892700016498568
16,58743.38140049996,g,18.612600326538086,0.2173909991979599
17,58746.37868059985,g,18.891399383544922,0.12889300286769867
18,58749.285092600156,R,18.918500900268555,0.12561699748039246
19,58749.31546299997,g,19.05649948120117,0.11424700170755385
20,58757.293842600186,R,19.48733139038086,0.17258648574352264
21,58760.2935763998,R,19.546262741088867,0.17142565548419952
