,ant_mjd,ant_passband,ant_mag,ant_magerr
8,58465.51216439996,R,17.63719940185547,0.06470999866724014
9,58468.44870370022,g,17.43120002746582,0.03902899846434593
10,58468.51412039995,R,17.38789939880371,0.03984300047159195
11,58469.55060190009,R,17.426799774169922,0.1403310000896454
12,58472.47270830022,g,17.489500045776367,0.05755599960684776
13,58472.53293980006,g,17.433900833129886,0.056143000721931464
14,58472.55465279985,R,17.154300689697266,0.04493200033903122
15,58476.527847200174,R,17.118999481201172,0.03855099901556969
16,58476.528761600144,R,17.086200714111328,0.054976001381874084
17,58476.55351850018,g,17.588600158691403,0.06630299985408783
18,58476.55444440013,g,17.635900497436523,0.05731600150465965
19,58480.53622689982,g,18.05419921875,0.08354099839925766
20,58480.537141200155,g,18.10759925842285,0.1025950014591217
21,58480.55336809997,R,17.167499542236328,0.05382300168275833
22,58480.55523149995,R,17.169300079345707,0.06631500273942947
23,58486.51410879986,R,17.438800811767578,0.03786100074648857
24,58486.54840280023,g,18.774599075317386,0.0831499993801117
25,58487.510173600174,g,18.854000091552734,0.1031540036201477
26,58487.5552662001,R,17.484199523925778,0.05267300084233284
27,58491.48991899983,g,19.197599411010746,0.1341329962015152
28,58491.49084489979,g,19.218299865722656,0.13161499798297882
29,58491.55391199981,R,17.768800735473633,0.04914499819278717
30,58494.51491900021,g,19.38680076599121,0.11109399795532228
31,58494.532233799815,g,19.411399841308594,0.11569999903440475
33,58502.53818289982,R,18.221200942993164,0.07935100048780441
34,58502.53909720015,R,18.31599998474121,0.07724600285291673
35,58505.475023100145,g,19.33810043334961,0.28468000888824463
37,58505.55627309997,R,18.393600463867188,0.1366090029478073
38,58505.55770830018,R,18.37649917602539,0.12555600702762604
39,58508.49012729991,R,18.497900009155273,0.08365699648857118
40,58508.50853009988,R,18.463499069213867,0.08501400053501129
41,58508.547557900194,g,19.512800216674805,0.24814100563526156
42,58508.54847220006,g,19.660600662231445,0.3251590132713318
43,58511.451053199824,g,19.731800079345703,0.20249700546264648
44,58511.487418999895,g,19.797399520874023,0.1625789999961853
45,58511.5327198999,R,18.590599060058594,0.094309002161026
46,58511.55250000022,R,18.577600479125977,0.08965600281953813
47,58522.487800899886,g,20.216100692749023,0.21251100301742554
48,58526.46146989986,g,19.979999542236328,0.3070630133152008
49,58526.46238429983,g,20.11540031433105,0.2760240137577057
50,58526.517256900195,R,18.97260093688965,0.11989899724721907
51,58526.51817130017,R,18.973934173583984,0.11443732678890227
52,58534.43318289983,R,19.016300201416016,0.2671779990196228
55,58538.488414399784,R,19.37529945373535,0.19692833721637729
56,58541.49295140012,R,19.36274528503418,0.12144731730222702
57,58543.36604169988,R,19.29290008544922,0.2685709893703461
59,58547.347152799826,g,20.519699096679688,0.2423499971628189
60,58547.4912268999,R,19.532699584960934,0.12532399594783786
63,58559.28346059984,R,19.74824523925781,0.21456463634967804
65,58560.36958329986,R,19.725099563598636,0.2172580063343048
68,58572.348437500186,g,20.26420021057129,0.294281005859375
70,58575.34140049992,g,20.792499542236328,0.28054800629615784
71,58575.40178239998,R,20.12354850769043,0.18559172749519348
