,ant_mjd,ant_passband,ant_mag,ant_magerr
5,58827.451388900176,R,18.87660026550293,0.11008600145578384
6,58827.54688660009,g,18.935300827026367,0.1006850004196167
8,58830.42893519998,R,19.06719970703125,0.1222969964146614
9,58830.444247699816,R,19.024999618530273,0.12687799334526062
10,58835.47931709979,R,19.34040069580078,0.14684000611305234
11,58835.50831020017,g,19.37730026245117,0.20417100191116333
14,58849.42704859981,R,19.78689956665039,0.17739300429821014
16,58852.43736110022,R,19.91553497314453,0.15295907855033875
