,ant_mjd,ant_passband,ant_mag,ant_magerr
11,58953.441944399856,R,18.71199989318848,0.08422800153493881
12,58954.44120369991,R,18.60650062561035,0.07416299730539322
13,58956.35159720015,R,18.507999420166016,0.08076799660921098
14,58961.40041670018,R,18.198299407958984,0.0806490033864975
15,58961.40271990001,R,18.22010040283203,0.06379999965429306
16,58963.32954860013,g,18.30039978027344,0.06184399873018265
17,58963.33362270008,g,18.285499572753906,0.06484100222587585
18,58964.275960599996,R,18.13960075378418,0.08804599940776825
19,58964.339502300136,g,18.2814998626709,0.05120600014925003
20,58964.35706020008,g,18.229700088500977,0.07725399732589723
21,58964.40403940016,R,18.11440086364746,0.06335200369358063
22,58967.27402780019,g,18.17539978027344,0.07248499989509583
23,58967.29160880017,g,18.15660095214844,0.060001999139785774
24,58967.353379600216,R,18.036800384521484,0.046165000647306435
25,58967.35923610022,R,18.001399993896484,0.06700900197029114
26,58970.29406249988,g,18.09410095214844,0.06435400247573853
27,58970.29499999993,g,18.053056716918945,0.06378955394029617
28,58970.35940970015,R,17.924100875854492,0.05513200163841248
29,58970.39554399997,R,17.936431884765625,0.060222018510103226
30,58973.25190970022,g,17.9955997467041,0.0806640014052391
31,58973.27024309988,g,17.934900283813477,0.05864100158214569
32,58973.31526619988,R,17.912700653076172,0.05240799859166145
33,58976.20493059978,g,17.891799926757812,0.11467000097036363
34,58976.31383100013,R,17.79509925842285,0.09810400009155272
35,58976.31525459979,R,17.733200073242188,0.06611700356006622
36,58979.24824069999,g,17.931400299072266,0.06507600098848343
37,58979.268912000116,g,17.92919921875,0.06015700101852418
38,58979.2980324002,R,17.762800216674805,0.05353299900889397
39,58979.31475690008,R,17.697399139404297,0.05928599834442139
40,58985.272395799875,R,17.585199356079098,0.05798299983143808
41,58985.28902779985,R,17.545600891113278,0.04145300015807152
42,58991.27100689989,R,17.533000946044922,0.040491998195648186
43,58991.291967600126,R,17.488500595092773,0.04016000032424927
44,58991.294143499814,g,17.851600646972656,0.04646100103855133
45,58991.295080999844,g,17.87299919128418,0.055939000099897385
46,58992.28913189982,R,17.461200714111328,0.03801000118255615
47,58995.25457180013,R,17.486000061035153,0.04308599978685379
48,58995.25598380017,R,17.47640037536621,0.05323800072073937
49,58995.297557900194,g,17.865299224853516,0.05081599950790405
50,58995.30083330022,g,17.914199829101562,0.04883899912238121
51,58998.25646989979,R,17.49530029296875,0.04766099900007248
52,58998.26541669992,R,17.50670051574707,0.0414620004594326
53,58998.274710599806,R,17.49519920349121,0.045885998755693436
54,58998.28981480002,R,17.46820068359375,0.056944999843835824
55,58998.33778940002,g,17.956899642944336,0.04881500080227852
56,58998.352627300184,g,17.89780044555664,0.06088100001215935
57,59001.231898100115,R,17.504100799560547,0.055296000093221664
58,59001.258807899896,R,17.43320083618164,0.059087999165058136
59,59001.37087959983,g,17.896299362182614,0.05717600136995316
60,59001.37135419994,g,17.94569969177246,0.07259699702262877
61,59004.18843750004,g,18.031299591064453,0.076494000852108
62,59004.25075230002,R,17.502899169921875,0.05710000172257424
63,59005.22857639985,g,18.09429931640625,0.07509499788284303
64,59005.2662037001,R,17.478200912475586,0.0564580000936985
65,59009.21056709997,R,17.478700637817386,0.05873899906873702
66,59009.21149310004,R,17.513900756835938,0.05475400015711784
67,59009.252905100126,g,18.06739997863769,0.08284600079059601
68,59009.25434029987,g,18.062400817871094,0.06402800232172012
69,59012.193669000175,g,18.119699478149414,0.05787499994039536
70,59012.231284699876,R,17.5447998046875,0.04344400018453598
71,59012.2535184999,R,17.508499145507812,0.04912399873137474
72,59012.295208300005,g,18.13960075378418,0.0590599998831749
73,59016.199293999925,g,18.1697998046875,0.07050999999046326
74,59016.200219899874,g,18.168100357055664,0.06321399658918381
76,59016.23749999981,R,17.539800643920902,0.04623600095510483
77,59019.21229169984,R,17.537046432495114,0.049274846911430366
78,59019.213240699835,R,17.53150749206543,0.0446753166615963
79,59019.254722199876,g,18.20598793029785,0.0661928728222847
80,59019.25565969991,g,18.195735931396484,0.06191446632146835
81,59022.1994097,g,18.304967880249023,0.07293841242790222
82,59022.20129630017,g,18.244028091430664,0.06551488488912582
83,59022.220023099806,R,17.569290161132812,0.04566217586398125
84,59022.231701400124,R,17.510244369506836,0.05901579931378365
85,59025.18898149999,R,17.6070613861084,0.05561739578843117
86,59025.190405100126,R,17.505401611328125,0.05805084481835365
87,59025.22847220022,g,18.26199531555176,0.062023445963859565
88,59025.231342600186,g,18.26021385192871,0.07435782253742218
89,59028.20112269978,g,18.30880355834961,0.06584499776363373
90,59028.203009299934,g,18.282819747924805,0.0647747814655304
91,59028.213113400154,R,17.564729690551758,0.051478896290063865
92,59028.214536999825,R,17.640663146972656,0.04721356555819512
93,59031.18841439997,g,18.313465118408203,0.08697512745857239
94,59031.188877299894,g,18.309776306152344,0.08376875519752502
95,59031.210624999825,R,17.535100936889652,0.06416299939155579
96,59031.21156249987,R,17.575439453125,0.04241262003779411
97,59034.195057900164,g,18.44205093383789,0.08202613145112991
98,59034.1964699002,g,18.396221160888672,0.1033337339758873
99,59034.313483799815,R,17.577838897705078,0.06398442387580873
100,59037.18938660016,R,17.593334197998047,0.051335718482732766
101,59037.19126159978,R,17.645584106445312,0.04618754982948303
102,59037.231296299964,g,18.441370010375977,0.10118868947029114
103,59040.197106500156,R,17.630945205688477,0.06399799883365631
104,59040.19853009983,R,17.663955688476562,0.0552138052880764
105,59040.23172450018,g,18.504514694213867,0.06561220437288284
106,59043.190937499974,g,18.437639236450195,0.07319865375757217
107,59043.21130790003,g,18.544734954833984,0.08102487027645111
108,59046.18954859999,R,17.7291202545166,0.058655798435211175
109,59046.19047449995,R,17.718597412109375,0.04247787967324257
110,59046.21040510014,g,18.56744384765625,0.0795101597905159
111,59048.25871529988,g,18.58883285522461,0.0685703307390213
