,ant_mjd,ant_passband,ant_mag,ant_magerr
12,58694.302743100096,g,19.887800216674805,0.14261899888515472
13,58697.18666670006,R,19.368900299072266,0.10870999842882156
15,58700.2542014001,g,19.029300689697266,0.09236299991607666
16,58704.17645830009,R,18.819900512695312,0.10635700076818466
17,58704.26931709983,g,18.91270065307617,0.10544700175523758
18,58707.15564810018,R,18.77140045166016,0.13572899997234344
19,58711.23377310018,g,18.903200149536133,0.12290100008249286
20,58715.243182899896,g,19.085899353027344,0.11265599727630615
21,58718.16932869983,g,19.42849922180176,0.1418129950761795
22,58722.245243099984,g,19.620845794677734,0.14022621512413025
23,58722.245243099984,g,19.620800018310547,0.14022600650787356
24,58725.15736109996,g,19.972675323486328,0.19688984751701355
25,58725.233425899874,R,19.400766372680664,0.12780043482780454
