,ant_mjd,ant_passband,ant_mag,ant_magerr
64,58900.32636569999,g,19.215599060058594,0.12061399966478348
65,58903.317835600115,g,18.61289978027344,0.08511199802160263
66,58903.32518520019,g,18.57390022277832,0.07410500198602676
67,58903.39145829994,R,18.783700942993164,0.0803619995713234
68,58904.242442099836,R,18.697999954223636,0.08013200014829636
69,58904.277557900175,g,18.5846004486084,0.08067899942398071
70,58905.24444440008,R,18.652700424194336,0.08587999641895294
71,58905.28812499996,g,18.54210090637207,0.09169399738311768
72,58906.236539400175,R,18.58340072631836,0.08776099979877472
73,58906.29511569999,g,18.49530029296875,0.08926499634981155
74,58909.28853010014,g,18.676000595092773,0.1552560031414032
75,58909.32134260005,R,18.551300048828125,0.0707779973745346
76,58911.226412000135,R,18.496700286865234,0.1000239998102188
77,58911.38607640006,g,18.6117000579834,0.1008789986371994
78,58912.25715279997,g,18.59589958190918,0.10576000064611436
79,58912.42572919978,R,18.54459953308105,0.07116100192070007
80,58913.207349500146,R,18.51580047607422,0.07309599965810776
81,58913.24553239998,R,18.549999237060547,0.09695299714803696
82,58913.307129600085,g,18.5757999420166,0.07755599915981293
83,58914.244641200174,g,18.68560028076172,0.16529400646686554
84,58914.38359950018,R,18.552400588989254,0.0983550027012825
85,58915.2388888998,g,18.780799865722656,0.14486999809741974
86,58915.38510419987,R,18.58449935913086,0.08705999702215195
87,58936.2660069,g,19.12350082397461,0.11480200290679933
88,58939.187083300196,R,18.58970069885254,0.08440300077199936
89,58939.21084489999,R,18.599199295043945,0.08624699711799623
90,58939.32405090006,g,19.043500900268555,0.11614499986171722
91,58944.34612269978,R,18.624099731445312,0.14584499597549438
92,58954.21059030014,R,18.703899383544922,0.08498899638652803
93,58954.28326389985,g,19.22480010986328,0.13694700598716736
94,58962.22543979995,g,19.260299682617188,0.10687600076198578
95,58962.263830999844,R,18.72100067138672,0.07299099862575531
96,58965.239490699954,g,19.27039909362793,0.1151850000023842
97,58965.280208299875,R,18.718700408935547,0.0755079984664917
98,58968.19230319979,R,18.75950050354004,0.07433199882507324
99,58968.23623839999,g,19.244400024414066,0.10806799679994583
100,58968.26612270017,g,19.2278995513916,0.1385750025510788
101,58970.20800929982,R,18.68790054321289,0.0828929990530014
102,58971.174409700085,R,18.76289939880371,0.08945800364017488
103,58971.1828935002,R,18.671777725219727,0.09278887510299684
104,58971.26173610008,g,19.271625518798828,0.13449281454086304
105,58974.174988400184,g,19.183900833129886,0.1383579969406128
106,58974.234224500135,R,18.866100311279297,0.09918999671936037
107,58977.16524309991,g,19.117799758911133,0.1835860013961792
109,58980.195729199804,g,19.397899627685547,0.10893700271844864
110,58980.24629630009,R,18.904199600219727,0.07063400000333786
111,58985.17467590003,g,19.49959945678711,0.1705790013074875
112,58991.178634299904,g,19.706199645996094,0.1583079993724823
113,58995.2453240999,R,19.171100616455078,0.09128999710083008
114,58998.22710649995,R,19.553199768066406,0.117077998816967
116,59004.24859949992,R,19.74570083618164,0.25720301270484924
117,59009.185196800165,R,20.162599563598636,0.2567239999771118
123,59020.23967589997,R,20.20022201538086,0.21236881613731384
